,,2021-04-30,15:36:20,TEM,28.5,¡æ,HUM,16.4,£¥,pH,6.31,pH,EC,197,us/cm,N,10,mg/kg,P,14,mg/kg,K,32,mg/kg, , ,
,,2021-04-30,15:37:55,TEM,28.1,¡æ,HUM,23.9,£¥,pH,6.39,pH,EC,358,us/cm,N,18,mg/kg,P,25,mg/kg,K,59,mg/kg, , ,
,,2021-04-30,15:43:04,TEM,29.3,¡æ,HUM,28.3,£¥,pH,6.34,pH,EC,336,us/cm,N,17,mg/kg,P,24,mg/kg,K,56,mg/kg, , ,
,,2021-04-30,15:46:59,TEM,28.1,¡æ,HUM,17.3,£¥,pH,6.70,pH,EC,190,us/cm,N,10,mg/kg,P,13,mg/kg,K,32,mg/kg, , ,
,,2021-04-30,15:48:01,TEM,27.7,¡æ,HUM,22.8,£¥,pH,6.74,pH,EC,363,us/cm,N,19,mg/kg,P,25,mg/kg,K,60,mg/kg, , ,
,,2021-04-30,15:49:30,TEM,28.9,¡æ,HUM,18.6,£¥,pH,6.49,pH,EC,219,us/cm,N,11,mg/kg,P,15,mg/kg,K,36,mg/kg, , ,
,,2021-04-30,15:52:20,TEM,29.3,¡æ,HUM,20.1,£¥,pH,6.62,pH,EC,367,us/cm,N,19,mg/kg,P,26,mg/kg,K,61,mg/kg, , ,
,,2021-04-30,15:53:42,TEM,28.1,¡æ,HUM,19.9,£¥,pH,7.00,pH,EC,232,us/cm,N,12,mg/kg,P,16,mg/kg,K,38,mg/kg, , ,
,,2021-04-30,15:56:33,TEM,28.1,¡æ,HUM,20.4,£¥,pH,7.00,pH,EC,207,us/cm,N,10,mg/kg,P,14,mg/kg,K,34,mg/kg, , ,
,,2021-04-30,15:58:27,TEM,28.1,¡æ,HUM,15.1,£¥,pH,6.73,pH,EC,234,us/cm,N,12,mg/kg,P,16,mg/kg,K,39,mg/kg, , ,
,,2021-04-30,16:01:42,TEM,26.5,¡æ,HUM,21.6,£¥,pH,6.87,pH,EC,330,us/cm,N,17,mg/kg,P,23,mg/kg,K,57,mg/kg, , ,
,,2021-04-30,16:03:09,TEM,26.9,¡æ,HUM,16.8,£¥,pH,6.40,pH,EC,342,us/cm,N,18,mg/kg,P,24,mg/kg,K,57,mg/kg, , ,
,,2021-04-30,16:04:25,TEM,27.3,¡æ,HUM,22.4,£¥,pH,6.80,pH,EC,274,us/cm,N,14,mg/kg,P,19,mg/kg,K,45,mg/kg, , ,
,,2021-04-30,16:05:46,TEM,26.5,¡æ,HUM,15.6,£¥,pH,6.63,pH,EC,311,us/cm,N,16,mg/kg,P,22,mg/kg,K,51,mg/kg, , ,
,,2021-04-30,16:07:09,TEM,26.5,¡æ,HUM,21.5,£¥,pH,7.16,pH,EC,315,us/cm,N,16,mg/kg,P,22,mg/kg,K,52,mg/kg, , ,
,,2021-04-30,16:08:17,TEM,26.5,¡æ,HUM,21.7,£¥,pH,6.43,pH,EC,387,us/cm,N,20,mg/kg,P,27,mg/kg,K,64,mg/kg, , ,
,,2021-04-30,16:09:47,TEM,27.7,¡æ,HUM,19.4,£¥,pH,6.37,pH,EC,214,us/cm,N,11,mg/kg,P,15,mg/kg,K,35,mg/kg, , ,
,,2021-04-30,16:11:33,TEM,27.7,¡æ,HUM,22.5,£¥,pH,6.80,pH,EC,290,us/cm,N,15,mg/kg,P,20,mg/kg,K,47,mg/kg, , ,
,,2021-04-30,16:13:49,TEM,27.7,¡æ,HUM,18.4,£¥,pH,6.52,pH,EC,206,us/cm,N,10,mg/kg,P,14,mg/kg,K,34,mg/kg, , ,
,,2021-04-30,16:16:18,TEM,28.9,¡æ,HUM,30.6,£¥,pH,6.53,pH,EC,526,us/cm,N,27,mg/kg,P,37,mg/kg,K,87,mg/kg, , ,
,,2021-04-30,16:19:10,TEM,30.1,¡æ,HUM,15.3,£¥,pH,6.40,pH,EC,216,us/cm,N,11,mg/kg,P,15,mg/kg,K,36,mg/kg, , ,
,,2021-04-30,16:21:12,TEM,28.9,¡æ,HUM,11.5,£¥,pH,6.70,pH,EC,115,us/cm,N,6,mg/kg,P,8,mg/kg,K,19,mg/kg, , ,
,,2021-04-30,16:23:55,TEM,28.9,¡æ,HUM,20.3,£¥,pH,6.06,pH,EC,324,us/cm,N,17,mg/kg,P,23,mg/kg,K,54,mg/kg, , ,
,,2021-04-30,16:26:27,TEM,28.1,¡æ,HUM,23.2,£¥,pH,6.85,pH,EC,252,us/cm,N,13,mg/kg,P,18,mg/kg,K,42,mg/kg, , ,
,,2021-04-30,16:28:31,TEM,27.3,¡æ,HUM,21.9,£¥,pH,6.70,pH,EC,344,us/cm,N,18,mg/kg,P,24,mg/kg,K,57,mg/kg, , ,
,,2021-04-30,16:31:37,TEM,27.7,¡æ,HUM,17.5,£¥,pH,6.00,pH,EC,252,us/cm,N,13,mg/kg,P,18,mg/kg,K,42,mg/kg, , ,
,,2021-04-30,16:34:39,TEM,26.9,¡æ,HUM,17.6,£¥,pH,6.44,pH,EC,161,us/cm,N,8,mg/kg,P,11,mg/kg,K,26,mg/kg, , ,
,,2021-04-30,16:36:28,TEM,26.9,¡æ,HUM,20.0,£¥,pH,6.58,pH,EC,285,us/cm,N,15,mg/kg,P,20,mg/kg,K,47,mg/kg, , ,
,,2021-04-30,16:38:18,TEM,25.3,¡æ,HUM,25.7,£¥,pH,6.73,pH,EC,392,us/cm,N,20,mg/kg,P,28,mg/kg,K,65,mg/kg, , ,
,,2021-04-30,16:40:08,TEM,25.7,¡æ,HUM,19.1,£¥,pH,6.45,pH,EC,247,us/cm,N,13,mg/kg,P,17,mg/kg,K,41,mg/kg, , ,
,,2021-04-30,16:41:55,TEM,26.1,¡æ,HUM,20.8,£¥,pH,6.54,pH,EC,332,us/cm,N,17,mg/kg,P,23,mg/kg,K,55,mg/kg, , ,
,,2021-04-30,16:44:28,TEM,26.1,¡æ,HUM,16.4,£¥,pH,6.38,pH,EC,189,us/cm,N,9,mg/kg,P,13,mg/kg,K,31,mg/kg, , ,
,,2021-04-30,16:46:06,TEM,25.7,¡æ,HUM,23.5,£¥,pH,6.77,pH,EC,373,us/cm,N,19,mg/kg,P,26,mg/kg,K,62,mg/kg, , ,
,,2021-04-30,16:47:37,TEM,27.3,¡æ,HUM,17.3,£¥,pH,6.10,pH,EC,325,us/cm,N,17,mg/kg,P,23,mg/kg,K,54,mg/kg, , ,
,,2021-04-30,16:48:58,TEM,26.5,¡æ,HUM,21.5,£¥,pH,6.70,pH,EC,295,us/cm,N,15,mg/kg,P,21,mg/kg,K,49,mg/kg, , ,
