,,2021-09-07,17:26:54,TEM,28.4,¡æ,HUM,4.9,£¥,pH,7.1,pH,EC,133,us/cm,N,6,mg/kg,P,9,mg/kg,K,21,mg/kg, , ,
,,2021-09-07,17:28:56,TEM,28.0,¡æ,HUM,6.3,£¥,pH,7.22,pH,EC,147,us/cm,N,7,mg/kg,P,10,mg/kg,K,24,mg/kg, , ,
,,2021-09-07,17:30:44,TEM,28.0,¡æ,HUM,10.6,£¥,pH,8.53,pH,EC,321,us/cm,N,16,mg/kg,P,22,mg/kg,K,53,mg/kg, , ,
,,2021-09-07,17:33:30,TEM,28.4,¡æ,HUM,12.4,£¥,pH,6.75,pH,EC,149,us/cm,N,8,mg/kg,P,10,mg/kg,K,24,mg/kg, , ,
,,2021-09-07,17:35:16,TEM,28.8,¡æ,HUM,7.7,£¥,pH,7.00,pH,EC,105,us/cm,N,5,mg/kg,P,7,mg/kg,K,17,mg/kg, , ,
,,2021-09-07,17:36:52,TEM,28.5,¡æ,HUM,6.8,£¥,pH,7.00,pH,EC,166,us/cm,N,8,mg/kg,P,11,mg/kg,K,27,mg/kg, , ,
,,2021-09-07,17:39:19,TEM,28.8,¡æ,HUM,1.5,£¥,pH,7.00,pH,EC,88,us/cm,N,4,mg/kg,P,6,mg/kg,K,14,mg/kg, , ,
,,2021-09-07,17:40:57,TEM,28.8,¡æ,HUM,12.6,£¥,pH,6.81,pH,EC,264,us/cm,N,13,mg/kg,P,18,mg/kg,K,44,mg/kg, , ,
,,2021-09-07,17:42:11,TEM,28.8,¡æ,HUM,14.3,£¥,pH,7.36,pH,EC,182,us/cm,N,11,mg/kg,P,16,mg/kg,K,40,mg/kg, , ,
,,2021-09-07,17:44:31,TEM,29.2,¡æ,HUM,12.2,£¥,pH,7.00,pH,EC,233,us/cm,N,12,mg/kg,P,16,mg/kg,K,38,mg/kg, , ,
,,2021-09-07,17:46:40,TEM,30.0,¡æ,HUM,23.2,£¥,pH,8.09,pH,EC,546,us/cm,N,28,mg/kg,P,39,mg/kg,K,91,mg/kg, , ,
,,2021-09-07,17:48:18,TEM,29.2,¡æ,HUM,13.8,£¥,pH,6.88,pH,EC,212,us/cm,N,11,mg/kg,P,15,mg/kg,K,35,mg/kg, , ,
,,2021-09-07,17:49:52,TEM,29.6,¡æ,HUM,11.8,£¥,pH,7.00,pH,EC,316,us/cm,N,16,mg/kg,P,22,mg/kg,K,52,mg/kg, , ,
,,2021-09-07,17:51:49,TEM,29.6,¡æ,HUM,12.2,£¥,pH,7.00,pH,EC,316,us/cm,N,16,mg/kg,P,22,mg/kg,K,52,mg/kg, , ,
,,2021-09-07,17:53:28,TEM,29.6,¡æ,HUM,14.2,£¥,pH,6.88,pH,EC,189,us/cm,N,9,mg/kg,P,13,mg/kg,K,31,mg/kg, , ,
,,2021-09-07,17:54:51,TEM,29.2,¡æ,HUM,12.5,£¥,pH,7.51,pH,EC,333,us/cm,N,17,mg/kg,P,23,mg/kg,K,55,mg/kg, , ,
,,2021-09-07,17:56:36,TEM,29.3,¡æ,HUM,14.9,£¥,pH,7.36,pH,EC,309,us/cm,N,15,mg/kg,P,21,mg/kg,K,51,mg/kg, , ,
,,2021-09-07,17:58:07,TEM,29.6,¡æ,HUM,11.9,£¥,pH,7.00,pH,EC,249,us/cm,N,13,mg/kg,P,17,mg/kg,K,41,mg/kg, , ,
,,2021-09-07,18:01:30,TEM,28.4,¡æ,HUM,9.6,£¥,pH,7.00,pH,EC,132,us/cm,N,6,mg/kg,P,9,mg/kg,K,22,mg/kg, , ,
,,2021-09-07,18:03:04,TEM,28.4,¡æ,HUM,15.0,£¥,pH,7.12,pH,EC,321,us/cm,N,16,mg/kg,P,21,mg/kg,K,49,mg/kg, , ,
,,2021-09-07,18:04:21,TEM,28.4,¡æ,HUM,4.3,£¥,pH,6.76,pH,EC,261,us/cm,N,13,mg/kg,P,18,mg/kg,K,43,mg/kg, , ,
,,2021-09-07,18:05:56,TEM,28.8,¡æ,HUM,12.2,£¥,pH,7.57,pH,EC,339,us/cm,N,17,mg/kg,P,24,mg/kg,K,56,mg/kg, , ,
,,2021-09-07,18:07:25,TEM,28.4,¡æ,HUM,12.5,£¥,pH,6.87,pH,EC,231,us/cm,N,10,mg/kg,P,13,mg/kg,K,31,mg/kg, , ,
,,2021-09-07,18:09:08,TEM,28.4,¡æ,HUM,9.6,£¥,pH,6.69,pH,EC,155,us/cm,N,8,mg/kg,P,11,mg/kg,K,26,mg/kg, , ,
,,2021-09-07,18:10:49,TEM,28.0,¡æ,HUM,12.8,£¥,pH,7.25,pH,EC,400,us/cm,N,27,mg/kg,P,24,mg/kg,K,60,mg/kg, , ,
,,2021-09-07,18:13:21,TEM,27.2,¡æ,HUM,9.2,£¥,pH,6.88,pH,EC,202,us/cm,N,10,mg/kg,P,14,mg/kg,K,33,mg/kg, , ,
,,2021-09-07,18:15:08,TEM,27.6,¡æ,HUM,15.6,£¥,pH,6.89,pH,EC,376,us/cm,N,19,mg/kg,P,26,mg/kg,K,62,mg/kg, , ,
,,2021-09-07,18:16:47,TEM,27.6,¡æ,HUM,16.6,£¥,pH,7.23,pH,EC,448,us/cm,N,23,mg/kg,P,31,mg/kg,K,74,mg/kg, , ,
,,2021-09-07,18:18:54,TEM,27.6,¡æ,HUM,15.7,£¥,pH,7.57,pH,EC,397,us/cm,N,20,mg/kg,P,28,mg/kg,K,66,mg/kg, , ,
,,2021-09-07,18:21:12,TEM,27.2,¡æ,HUM,7.0,£¥,pH,7.00,pH,EC,215,us/cm,N,11,mg/kg,P,15,mg/kg,K,35,mg/kg, , ,
,,2021-09-07,18:23:16,TEM,27.2,¡æ,HUM,11.5,£¥,pH,6.51,pH,EC,186,us/cm,N,9,mg/kg,P,13,mg/kg,K,31,mg/kg, , ,
